,Unnamed: 0,matchID,total kills,total deaths,total assists,Damage Dealt,Damage Taken,Summoner Avg Level,average levels,Total Gold Earned,#Assassins,#Fighters,#Mages,#Marksman,#Supports,#Tanks,WIN/LOSS?,win/loss cat
2825,51,NA1_4162436305,67,73,118,187817,206421,278,278,100449,2,1,3,0,2,0,0,LOSS
2827,53,NA1_4160869208,61,62,128,157447,181818,268.4,268.4,87787,0,1,2,1,1,2,0,LOSS
2829,55,NA1_4160846523,43,52,98,132226,131026,212.4,212.4,66214,1,2,3,2,1,0,0,LOSS
2831,57,NA1_4160828537,60,52,178,155108,134734,255,255,78237,0,0,5,0,2,0,0,LOSS
2833,59,NA1_4160777606,50,47,114,118862,114748,364.2,364.2,60494,2,1,1,1,3,1,0,LOSS
2835,61,NA1_4160801090,61,63,120,165171,161163,168.8,168.8,78116,0,3,2,2,0,2,0,LOSS
2837,63,NA1_4160610070,52,59,121,180354,189796,133.4,133.4,86209,0,2,3,1,3,1,0,LOSS
2839,65,NA1_4160555291,44,50,83,93078,140345,245.8,245.8,66746,0,0,4,2,1,1,0,LOSS
2841,67,NA1_4160542724,35,57,66,89031,142453,299.8,299.8,55781,1,2,1,2,0,1,0,LOSS
2843,69,NA1_4160507463,55,71,132,177109,199766,233,233,83799,1,1,2,3,1,1,0,LOSS
2845,71,NA1_4160487238,33,41,65,81413,84165,261.2,261.2,54409,2,2,2,0,0,2,0,LOSS
2847,73,NA1_4160513184,24,35,51,46529,62746,314,314,40755,0,0,3,2,2,0,0,LOSS
2849,75,NA1_4160483501,37,48,90,81587,136932,286.2,286.2,59114,0,2,2,1,1,3,0,LOSS
2851,77,NA1_4159890092,37,40,95,71758,107743,225.4,225.4,58025,1,2,1,2,0,2,0,LOSS
2853,79,NA1_4159757052,40,61,54,111723,122223,303,303,65785,1,1,3,2,1,0,0,LOSS
2855,81,NA1_4159762332,46,59,103,140266,136554,270.4,270.4,67709,2,0,4,0,0,0,0,LOSS
2857,83,NA1_4159686853,66,72,126,201439,159937,286.4,286.4,94356,2,1,1,1,1,1,0,LOSS
2859,85,NA1_4159257454,43,40,108,99061,121601,564.4,564.4,64940,3,3,2,0,2,0,0,LOSS
2861,87,NA1_4159255764,20,36,42,47188,75892,291,291,40625,2,2,2,1,0,1,0,LOSS
2863,89,NA1_4159253783,33,49,65,73203,128718,564.4,564.4,55963,2,3,0,1,1,1,0,LOSS
2865,91,NA1_4159231862,41,51,80,107631,129668,190.6,190.6,66835,2,1,3,1,1,0,0,LOSS
2867,93,NA1_4159197404,23,28,48,68701,68029,262.4,262.4,59532,2,0,2,2,1,0,0,LOSS
2869,95,NA1_4155273785,29,33,77,60796,88186,284.2,284.2,46518,0,2,3,0,3,2,0,LOSS
2871,97,NA1_4155251220,43,46,122,96709,149127,336.4,336.4,54634,1,2,1,1,2,1,0,LOSS
2873,99,NA1_4155196769,54,51,132,106820,109822,292.8,292.8,60879,1,1,3,2,2,0,0,LOSS
2875,101,NA1_4153802523,38,44,109,110590,134043,294.6,294.6,59713,0,1,2,2,3,1,0,LOSS
2877,103,NA1_4153769956,24,35,64,62444,70682,314.4,314.4,46617,1,1,2,2,2,0,0,LOSS
2879,1,NA1_4171564427,33,47,98,93052,100473,100.6,100.6,54313,1,1,1,3,2,1,0,LOSS
2881,3,NA1_4170500287,24,45,43,70521,109777,254,254,48425,2,1,3,0,2,0,0,LOSS
2883,5,NA1_4170257825,74,84,133,252414,255400,213.4,213.4,114478,2,1,2,2,1,1,0,LOSS
2885,7,NA1_4170252030,48,51,107,127193,131652,168,168,67562,0,2,3,0,2,1,0,LOSS
2887,9,NA1_4170215307,28,40,62,96662,92914,213.2,213.2,59545,2,2,2,1,1,1,0,LOSS
2889,11,NA1_4170158970,62,61,141,151057,152605,366.8,366.8,76753,3,1,2,1,1,1,0,LOSS
2891,13,NA1_4170109687,74,72,145,189441,304269,238,238,108466,3,1,0,1,2,1,0,LOSS
2893,15,NA1_4167545212,39,42,91,122988,121135,312.4,312.4,66985,2,0,3,3,1,0,0,LOSS
2895,17,NA1_4167521793,51,53,116,133172,130004,356.6,356.6,72626,0,2,3,2,1,1,0,LOSS
2897,19,NA1_4167498073,38,47,85,97708,110194,303.4,303.4,58401,0,0,4,3,1,0,0,LOSS
2899,21,NA1_4167484376,46,53,101,124244,109277,250.4,250.4,65230,2,1,2,3,0,0,0,LOSS
2901,23,NA1_4167442218,23,43,49,59634,84011,232.8,232.8,44607,2,2,2,1,0,0,0,LOSS
2903,25,NA1_4167428934,23,47,50,51439,91674,308.8,308.8,40685,1,3,0,2,0,2,0,LOSS
2905,27,NA1_4167395136,37,43,85,80545,126782,316.8,316.8,58727,1,0,4,2,1,1,0,LOSS
2907,29,NA1_4167328220,40,72,75,138394,214970,316.8,316.8,86519,0,2,2,1,2,2,0,LOSS
2909,31,NA1_4167362190,41,50,60,100270,135941,84.2,84.2,70802,0,3,2,2,0,1,0,LOSS
2911,33,NA1_4167286666,32,41,70,89785,115903,144.6,144.6,62913,2,3,1,0,1,1,0,LOSS
2913,35,NA1_4167209278,48,47,111,165468,139494,354.6,354.6,91570,3,1,2,1,1,0,0,LOSS
2915,37,NA1_4167098708,5,25,9,20794,36029,288.6,288.6,28446,2,2,1,2,1,1,0,LOSS
2917,39,NA1_4167102075,49,65,131,214019,176163,241.6,241.6,87277,0,0,3,2,2,0,0,LOSS
2919,41,NA1_4166445787,61,71,144,165664,204912,365.2,365.2,87732,0,1,2,3,2,1,0,LOSS
2921,43,NA1_4166472476,59,61,118,182211,157420,138,138,79610,0,0,3,2,2,0,0,LOSS
2923,45,NA1_4166419544,29,50,45,82046,130623,207.8,207.8,54790,0,2,2,1,1,2,0,LOSS
2925,47,NA1_4166375973,50,57,131,141222,158905,277.2,277.2,68773,2,0,2,2,2,1,0,LOSS
2927,49,NA1_4166372459,55,56,98,137849,147581,199.4,199.4,68782,4,2,3,0,0,0,0,LOSS
2929,51,NA1_4166259271,56,68,89,195169,227016,240,240,78797,2,4,1,0,0,3,0,LOSS
2931,53,NA1_4166292827,36,48,100,103045,152431,324.8,324.8,73992,1,1,3,1,3,1,0,LOSS
2933,55,NA1_4166198548,29,36,59,68838,80176,296.2,296.2,59489,1,2,4,0,1,0,0,LOSS
2935,57,NA1_4166183408,54,56,102,124440,202759,289.6,289.6,73067,2,1,2,1,1,1,0,LOSS
2937,59,NA1_4166125599,60,55,135,193132,220926,289.4,289.4,94685,2,0,3,1,2,0,0,LOSS
2939,61,NA1_4166089546,35,37,67,141518,107889,240.2,240.2,71949,0,2,3,3,1,0,0,LOSS
2941,63,NA1_4166103512,35,49,79,118628,124952,309.2,309.2,69426,0,1,3,2,1,0,0,LOSS
2943,65,NA1_4165084278,47,44,132,153531,148918,333.8,333.8,75519,1,1,3,2,0,1,0,LOSS
2945,67,NA1_4165063203,33,59,70,128925,146982,403,403,60384,2,1,2,1,2,1,0,LOSS
2947,69,NA1_4164988620,28,60,50,96072,157306,267.4,267.4,69296,0,2,3,2,1,1,0,LOSS
2949,71,NA1_4164994527,64,80,153,185774,213346,332.6,332.6,75005,1,2,3,2,0,1,0,LOSS
2951,73,NA1_4164895456,24,42,66,72076,91243,296.4,296.4,51570,2,3,1,1,1,0,0,LOSS
2953,75,NA1_4164890414,39,54,80,100305,149549,150,150,71322,1,3,1,1,0,3,0,LOSS
2955,77,NA1_4164833917,49,47,110,98029,101516,323.4,323.4,59397,0,2,2,1,1,2,0,LOSS
2957,79,NA1_4164775225,48,55,120,106193,153426,376.8,376.8,64242,1,2,2,0,2,3,0,LOSS
2959,81,NA1_4164714989,42,36,107,99770,78107,264.6,264.6,57532,2,0,3,2,0,0,0,LOSS
2961,83,NA1_4164706112,40,48,95,136846,171204,376.6,376.6,67929,2,2,3,1,1,1,0,LOSS
2963,85,NA1_4164692806,35,38,86,91565,94030,376.6,376.6,58706,0,1,2,3,1,0,0,LOSS
2965,87,NA1_4163638403,74,75,191,260184,264765,314.2,314.2,99174,1,2,3,0,1,1,0,LOSS
2967,89,NA1_4163661030,37,45,68,76094,93590,381.8,381.8,55219,0,2,2,1,2,1,0,LOSS
2969,91,NA1_4163605212,57,51,135,149284,140732,381.8,381.8,81637,1,2,1,2,1,2,0,LOSS
2971,93,NA1_4163567096,39,43,100,113911,144758,217.2,217.2,68510,1,1,4,0,1,1,0,LOSS
2973,95,NA1_4163522050,71,81,109,233851,279175,250.6,250.6,114764,3,2,2,1,2,0,0,LOSS
2975,97,NA1_4162787232,69,81,139,226318,246911,296.4,296.4,89741,1,2,1,1,2,2,0,LOSS
2977,99,NA1_4162802679,46,63,99,147633,143161,418.4,418.4,65160,0,2,2,2,1,1,0,LOSS
2979,101,NA1_4162800834,31,37,52,64963,76791,296.4,296.4,46271,4,2,2,0,1,0,0,LOSS
2981,103,NA1_4162756940,56,72,101,122638,168395,241.6,241.6,77187,2,1,1,2,1,0,0,LOSS
2983,105,NA1_4162730632,63,64,137,161347,158847,191.6,191.6,73553,4,2,1,2,0,0,0,LOSS
2985,107,NA1_4162666520,53,63,91,177361,178969,283.6,283.6,77564,4,2,2,1,0,1,0,LOSS
2987,109,NA1_4162661995,35,46,67,110624,97020,307.6,307.6,57071,1,0,4,1,0,0,0,LOSS
2989,111,NA1_4162612224,38,41,94,99890,123266,179,179,66661,2,0,4,1,2,0,0,LOSS
2991,113,NA1_4162570404,35,49,83,98961,152076,29.2,29.2,63671,2,1,2,1,1,2,0,LOSS
2993,115,NA1_4162552153,27,41,52,92400,76598,304.2,304.2,53702,1,3,2,2,0,0,0,LOSS
2995,117,NA1_4162418482,48,52,132,155863,128169,224,224,66258,1,0,3,1,3,0,0,LOSS
2997,119,NA1_4162377031,17,32,34,45406,82325,224,224,44176,0,1,3,1,3,1,0,LOSS
2999,121,NA1_4162410316,38,57,84,92367,126265,243.2,243.2,55942,2,3,1,1,1,1,0,LOSS
3001,123,NA1_4162307465,42,43,106,152203,108077,223.6,223.6,62066,1,1,3,2,2,1,0,LOSS
3003,125,NA1_4162330016,43,65,76,116001,140523,208,208,62410,0,1,3,2,0,1,0,LOSS
3005,127,NA1_4161323100,60,66,148,185476,163020,306.4,306.4,88218,2,0,3,1,2,0,0,LOSS
3007,129,NA1_4161296924,22,34,42,37291,54840,348,348,34143,1,0,5,0,2,0,0,LOSS
3009,131,NA1_4161250337,79,64,164,423512,274573,423.4,423.4,138429,1,2,2,1,2,1,0,LOSS
3011,133,NA1_4161206159,50,44,95,98497,117785,377,377,59564,4,2,1,1,1,1,0,LOSS
3013,135,NA1_4161201579,41,52,88,91441,145267,193.2,193.2,61561,1,2,1,2,1,1,0,LOSS
3015,137,NA1_4161137111,41,47,98,102323,144884,377,377,60727,2,1,3,1,1,1,0,LOSS
3017,139,NA1_4161161006,29,46,58,70113,103636,260.2,260.2,47058,1,2,2,2,0,2,0,LOSS
3019,141,NA1_4161125322,25,49,63,77677,108207,104.2,104.2,45245,1,2,3,0,1,2,0,LOSS
3021,143,NA1_4161101999,27,56,65,85697,108353,115.2,115.2,48240,1,1,2,2,1,1,0,LOSS
3023,145,NA1_4161026226,20,22,44,38055,36225,107.2,107.2,29379,1,2,3,2,1,1,0,LOSS
3025,147,NA1_4161008506,47,49,105,109092,147886,279.2,279.2,66508,2,4,0,2,0,1,0,LOSS
3027,149,NA1_4160928947,42,65,84,106466,152826,219,219,78697,1,0,2,3,3,0,0,LOSS
3029,151,NA1_4160915315,42,53,101,140425,131053,178.6,178.6,70304,2,0,4,1,1,0,0,LOSS
3031,153,NA1_4160843246,55,60,122,164643,167001,291,291,86965,1,3,1,2,1,1,0,LOSS
3033,155,NA1_4160315312,33,51,75,104758,123501,241,241,66888,0,1,3,2,2,0,0,LOSS
3035,157,NA1_4160284351,15,31,38,40080,58387,258.4,258.4,39377,2,2,3,1,2,0,0,LOSS
3037,159,NA1_4160206809,36,51,94,92470,134720,243.6,243.6,64734,2,3,2,0,2,1,0,LOSS
3039,161,NA1_4160166168,41,56,87,76903,120339,350.6,350.6,53250,1,2,2,2,0,1,0,LOSS
3041,163,NA1_4160172942,34,50,60,75785,88026,333,333,57270,1,2,3,1,2,0,0,LOSS
3043,165,NA1_4160116253,50,61,114,154637,171794,373.6,373.6,73887,1,2,1,2,1,1,0,LOSS
3045,167,NA1_4160140805,41,48,100,122791,134755,373.4,373.4,62772,2,1,2,1,0,1,0,LOSS
3047,169,NA1_4160059022,28,61,63,79285,121113,139.2,139.2,54413,1,3,1,3,0,1,0,LOSS
3049,171,NA1_4160056171,25,49,52,62701,94626,174.6,174.6,45135,1,2,0,3,0,2,0,LOSS
3051,173,NA1_4160041553,59,56,140,158390,186224,231.2,231.2,83956,2,1,2,2,1,2,0,LOSS
3053,175,NA1_4160025169,35,49,90,117223,127806,220.4,220.4,61779,0,2,2,1,2,1,0,LOSS
3055,177,NA1_4158930414,42,41,115,101897,132950,351,351,63307,1,1,2,2,2,1,0,LOSS
3057,179,NA1_4158880177,28,30,62,58122,70333,351,351,43064,1,1,3,2,1,0,0,LOSS
3059,1,NA1_4171357792,41,58,68,106521,125872,206,206,62206,1,3,2,0,0,2,0,LOSS
3061,3,NA1_4170257825,74,84,133,252414,255400,213.4,213.4,114478,2,1,2,2,1,1,0,LOSS
3063,5,NA1_4170252030,48,51,107,127193,131652,168,168,67562,0,2,3,0,2,1,0,LOSS
3065,7,NA1_4170215307,28,40,62,96662,92914,213.2,213.2,59545,2,2,2,1,1,1,0,LOSS
3067,9,NA1_4170158970,62,61,141,151057,152605,366.8,366.8,76753,3,1,2,1,1,1,0,LOSS
3069,11,NA1_4170109687,74,72,145,189441,304269,238,238,108466,3,1,0,1,2,1,0,LOSS
3071,13,NA1_4169824219,60,67,149,206000,225644,210.4,210.4,84165,3,2,2,1,0,1,0,LOSS
3073,15,NA1_4169820020,50,55,134,137330,118104,210.4,210.4,63002,3,1,3,2,0,0,0,LOSS
3075,17,NA1_4169775128,42,51,110,96086,119362,306.2,306.2,62250,0,2,1,2,1,1,0,LOSS
3077,19,NA1_4169760857,40,54,69,110664,124047,311.2,311.2,64800,2,2,2,2,0,1,0,LOSS
3079,21,NA1_4169755101,36,40,63,105843,106058,210.4,210.4,58647,2,0,2,1,1,1,0,LOSS
3081,23,NA1_4169698848,74,69,187,212087,229546,210.2,210.2,95788,0,0,4,2,2,1,0,LOSS
3083,25,NA1_4169664193,56,71,132,156512,218080,276.2,276.2,85837,1,4,1,0,1,2,0,LOSS
3085,27,NA1_4169638953,54,63,71,141653,138789,230.6,230.6,74892,2,3,2,0,1,1,0,LOSS
3087,29,NA1_4169560480,37,48,79,98144,133395,166,166,60744,1,2,2,1,1,2,0,LOSS
3089,31,NA1_4169462882,54,58,108,110226,168273,316.8,316.8,75124,2,3,3,0,0,2,0,LOSS
3091,33,NA1_4168751958,53,81,76,149531,215577,192,192,85620,0,1,2,3,1,1,0,LOSS
3093,35,NA1_4168558383,42,48,100,93623,126296,261.6,261.6,61660,0,2,1,3,1,1,0,LOSS
3095,37,NA1_4168513110,62,65,137,148408,192581,139.4,139.4,78626,1,2,2,2,1,1,0,LOSS
3097,39,NA1_4168457625,51,61,95,123362,133740,200.2,200.2,69673,2,0,5,0,2,0,0,LOSS
3099,41,NA1_4168415503,31,44,65,72493,89061,291.6,291.6,48141,1,3,3,0,1,2,0,LOSS
3101,43,NA1_4167351846,35,47,74,78382,85570,187.8,187.8,51157,2,1,2,2,1,0,0,LOSS
3103,45,NA1_4167306378,64,64,121,158660,142421,231.2,231.2,72434,1,0,4,1,3,0,0,LOSS
3105,47,NA1_4167281656,42,49,89,115897,117169,231.2,231.2,63342,1,1,3,2,2,1,0,LOSS
3107,49,NA1_4167225887,45,51,99,108007,133731,293,293,67327,1,0,3,2,1,1,0,LOSS
3109,51,NA1_4167230902,33,57,60,77742,135932,202,202,55077,1,2,2,1,1,1,0,LOSS
3111,53,NA1_4167054507,44,41,95,114915,114289,336.6,336.6,62299,1,3,3,0,1,1,0,LOSS
3113,55,NA1_4166980387,30,37,70,60035,75337,186.8,186.8,48390,1,1,3,1,3,0,0,LOSS
3115,57,NA1_4166244637,38,43,85,91385,145913,248,248,70592,1,2,2,1,1,1,0,LOSS
3117,59,NA1_4166199276,63,50,138,129436,135134,248,248,74429,2,1,3,1,2,0,0,LOSS
3119,61,NA1_4166181883,27,35,51,50176,94354,238.2,238.2,49505,0,1,2,3,2,1,0,LOSS
3121,63,NA1_4166172886,78,76,184,202621,242286,229.4,229.4,101972,0,0,4,2,2,1,0,LOSS
3123,65,NA1_4166076227,58,49,159,126056,128286,150.2,150.2,64948,0,1,1,2,3,2,0,LOSS
3125,67,NA1_4166018958,57,56,143,228696,214048,236,236,93452,0,1,2,2,2,1,0,LOSS
3127,69,NA1_4166032034,42,57,69,136410,138314,181.4,181.4,80545,0,0,3,3,1,0,0,LOSS
3129,71,NA1_4165987136,48,47,126,120466,143878,177.8,177.8,63552,3,2,1,2,2,0,0,LOSS
3131,73,NA1_4164746520,35,54,58,79390,90243,208.4,208.4,53688,2,0,1,3,0,0,0,LOSS
3133,75,NA1_4163370842,34,41,76,65358,95402,237,237,46735,1,2,2,0,1,3,0,LOSS
3135,77,NA1_4163323618,50,61,114,138735,205432,270.6,270.6,86424,2,1,1,3,2,0,0,LOSS
3137,79,NA1_4163302372,33,42,69,74238,88572,240.6,240.6,51446,0,1,2,2,1,1,0,LOSS
3139,81,NA1_4163267310,36,48,77,65873,112040,280,280,55007,0,1,4,0,3,1,0,LOSS
3141,83,NA1_4162376406,28,45,62,68220,111537,294.6,294.6,48493,2,2,3,0,1,1,0,LOSS
3143,85,NA1_4162338962,41,32,104,84348,86434,219.2,219.2,58439,1,1,3,1,3,1,0,LOSS
3145,87,NA1_4162342098,51,58,141,144250,164462,411.6,411.6,72616,2,3,2,1,2,0,0,LOSS
3147,89,NA1_4162188671,48,82,116,176458,221739,212.4,212.4,80224,1,0,1,3,2,1,0,LOSS
3149,91,NA1_4162149674,66,73,138,161346,223054,294.4,294.4,86576,2,3,3,0,2,0,0,LOSS
3151,93,NA1_4162107492,45,69,102,93505,139296,303.8,303.8,61843,1,0,4,1,1,1,0,LOSS
3153,95,NA1_4162069561,41,44,101,102191,90877,185,185,62977,3,2,1,1,1,0,0,LOSS
3155,97,NA1_4162083902,43,37,87,115152,91271,163.8,163.8,62003,3,1,3,0,2,0,0,LOSS
3157,99,NA1_4161945265,49,67,106,139912,151715,253.6,253.6,77973,2,2,2,1,1,0,0,LOSS
3159,101,NA1_4161933857,21,27,55,39061,52654,172.8,172.8,34772,0,1,2,2,1,2,0,LOSS
3161,103,NA1_4160881856,49,48,128,125186,122311,191.8,191.8,70104,1,2,2,2,1,1,0,LOSS
3163,105,NA1_4160818113,32,62,72,88682,124022,303.2,303.2,55876,0,4,2,0,1,2,0,LOSS
3165,107,NA1_4160786367,48,62,109,138363,123241,191.8,191.8,69116,2,1,2,1,1,0,0,LOSS
3167,109,NA1_4160800836,42,48,84,88164,122057,191.8,191.8,62985,2,2,3,2,0,1,0,LOSS
3169,111,NA1_4160738489,43,57,84,107626,121424,191.2,191.2,56970,4,1,3,1,1,0,0,LOSS
3171,113,NA1_4160751380,44,54,95,126866,171365,204.8,204.8,72304,3,1,3,0,1,1,0,LOSS
3173,115,NA1_4160658214,43,54,93,118561,175131,253.8,253.8,68120,2,3,0,0,0,2,0,LOSS
3175,117,NA1_4160702121,34,45,73,86057,87501,251,251,53725,1,3,1,2,1,1,0,LOSS
3177,119,NA1_4160629523,47,49,115,114626,106945,192.8,192.8,61266,0,1,3,2,1,2,0,LOSS
3179,121,NA1_4160095094,57,62,96,111311,138317,210,210,70636,3,1,1,1,0,1,0,LOSS
3181,123,NA1_4160087641,59,62,129,153608,149122,227.6,227.6,75149,2,3,1,1,1,1,0,LOSS
3183,125,NA1_4160082603,45,67,116,142700,174635,207.2,207.2,84368,2,1,3,1,2,0,0,LOSS
3185,127,NA1_4160050990,32,41,72,65883,108220,159.8,159.8,63009,2,1,2,2,1,2,0,LOSS
3187,129,NA1_4159590419,35,40,79,91367,106155,247.8,247.8,57903,1,1,2,2,1,1,0,LOSS
3189,131,NA1_4158856813,64,59,154,149252,192960,98.2,98.2,81751,1,2,1,0,1,3,0,LOSS
3191,133,NA1_4158823498,52,48,91,142112,131845,123.2,123.2,71139,2,3,3,0,2,0,0,LOSS
3193,135,NA1_4158758853,42,40,97,99237,94938,123,123,63035,0,0,1,3,0,1,0,LOSS
3195,137,NA1_4158774119,34,55,71,77044,128375,190.4,190.4,54036,2,3,2,0,1,2,0,LOSS
3197,139,NA1_4158759846,55,63,105,121201,179447,230,230,69698,2,2,1,2,1,1,0,LOSS
3199,141,NA1_4158689462,41,54,71,113272,214208,223.6,223.6,78364,0,1,3,1,1,4,0,LOSS
3201,143,NA1_4158683731,36,51,68,94156,117731,120.4,120.4,67970,2,1,2,2,1,0,0,LOSS
3203,145,NA1_4158631227,40,49,79,90253,100617,195.2,195.2,64457,0,0,4,2,1,0,0,LOSS
3205,147,NA1_4158575816,45,46,119,108725,100892,114.2,114.2,68488,2,2,2,1,1,1,0,LOSS
3207,149,NA1_4157382740,25,51,59,63548,111109,228,228,52961,2,3,1,1,0,2,0,LOSS
3209,151,NA1_4157306976,22,40,48,39316,73960,84.8,84.8,39994,2,1,3,2,1,0,0,LOSS
3211,1,NA1_4171640879,25,36,59,73567,79280,181,181,55576,1,3,2,1,0,1,0,LOSS
3213,3,NA1_4171566502,28,36,70,55026,67864,297.4,297.4,47848,0,0,4,2,3,0,0,LOSS
3215,5,NA1_4171538996,49,64,120,116111,194703,227.8,227.8,79861,1,2,3,0,2,1,0,LOSS
3217,7,NA1_4171493105,44,52,97,132615,124675,362,362,76062,0,1,3,1,2,1,0,LOSS
3219,9,NA1_4171478101,28,37,68,73007,88041,233.6,233.6,52478,2,1,3,1,1,0,0,LOSS
3221,11,NA1_4171440221,43,40,127,114929,108841,327.2,327.2,63702,2,2,2,2,1,0,0,LOSS
3223,13,NA1_4171394130,45,46,127,170920,184700,151.6,151.6,79889,0,2,3,0,2,1,0,LOSS
3225,15,NA1_4171255476,30,30,67,87630,94380,398.4,398.4,58775,1,1,2,1,3,2,0,LOSS
3227,17,NA1_4171259778,65,74,157,202714,249173,155.4,155.4,86175,3,1,2,0,2,2,0,LOSS
3229,19,NA1_4170018994,46,47,127,102699,125192,339,339,58848,1,1,1,2,2,1,0,LOSS
3231,21,NA1_4170032979,33,40,77,96248,118462,162.6,162.6,58260,1,1,4,1,1,2,0,LOSS
3233,23,NA1_4169955443,60,58,117,185855,184379,198.2,198.2,84449,0,0,3,4,0,1,0,LOSS
3235,25,NA1_4169838600,29,41,65,91843,85158,274.4,274.4,57410,2,1,3,2,2,0,0,LOSS
3237,27,NA1_4169591476,61,61,142,207867,244425,297.6,297.6,88857,1,1,2,1,1,2,0,LOSS
3239,29,NA1_4169556110,36,47,89,89508,137813,253.2,253.2,68394,0,2,2,1,4,1,0,LOSS
3241,31,NA1_4169523322,37,56,69,113812,150189,191.2,191.2,70541,1,1,2,1,1,2,0,LOSS
3243,33,NA1_4169498403,38,45,93,103438,100923,235.2,235.2,60739,2,2,3,1,1,0,0,LOSS
3245,35,NA1_4169492608,39,40,107,80768,87374,334,334,52178,2,2,1,2,1,0,0,LOSS
3247,37,NA1_4169437233,56,64,104,133149,182400,300.6,300.6,95495,0,0,4,2,2,1,0,LOSS
3249,39,NA1_4169444398,36,43,80,85657,87370,182,182,51083,3,1,1,3,0,0,0,LOSS
3251,41,NA1_4168786956,29,45,69,81881,151415,256.6,256.6,75378,1,0,3,1,2,1,0,LOSS
3253,43,NA1_4168791044,42,42,121,126314,111102,358,358,62658,0,1,2,2,2,1,0,LOSS
3255,45,NA1_4168686106,41,35,111,101132,145732,324.8,324.8,68305,1,2,2,1,1,1,0,LOSS
3257,47,NA1_4168729947,28,39,39,88670,81419,283.8,283.8,52585,4,3,1,1,0,0,0,LOSS
3259,49,NA1_4168624372,41,54,103,144540,178562,285.8,285.8,77654,2,2,1,1,2,2,0,LOSS
3261,51,NA1_4164544268,24,34,55,66196,75882,229.6,229.6,46026,1,3,1,1,1,2,0,LOSS
3263,53,NA1_4164496512,41,61,95,126305,185114,240.6,240.6,78498,1,4,2,0,1,2,0,LOSS
3265,55,NA1_4164465344,32,49,65,84327,111395,247,247,53706,2,2,1,2,1,1,0,LOSS
